l1,l2,alignment,wordform_l1,wordform_l2,neighbour_overlap,editdistance,k,n,Concept_ID,zipf_freq_l1,zipf_freq_l2,passes_concept_filter,passes_wiki_filter,pos_gloss,semantic_domain,nel_pos,global_semantic_density_l1,global_semantic_density_l2,local_semantic_density_l1,local_semantic_density_l2
en,cy,-0.0358573360617875,load,llwyth,12.0,5,100,954,Last::N,4.58,,True,False,Nouns,Basic actions and technology,N,0.1906015710105448,0.1559295913437264,181.83389874405967,148.756830141915
en,cy,-0.0301412690413692,hook,bach,15.0,4,100,954,Haken::N,4.29,,True,False,Nouns,Spatial relations,N,0.1734713073931751,0.1715597271500279,165.49162725308906,163.66797970112668
en,cy,-0.0246495763614951,current,cerrynt,7.0,2,100,954,Strömung::N,5.25,,True,False,Nouns,The physical world,N,0.1462807541595144,0.2465642781569481,139.55183946817672,235.2223213617285
en,cy,-0.0213322449872762,news,newydd,16.0,3,100,954,Neuigkeit::N,5.41,,True,False,Nouns,Basic actions and technology,N,0.1553975852118774,0.163005209554549,148.2492962921311,155.5069699150398
en,cy,-0.020037952002505,piece,darn,26.0,5,100,954,Stück::N,4.97,,True,False,Nouns,Quantity,N,0.2208209110573796,0.1968574262895226,210.66314914874027,187.80198468020453
en,cy,-0.016255603480474,fringe,cwr,7.0,6,100,954,Rand::N,3.81,,True,False,Nouns,Spatial relations,N,0.1691965850021857,0.2049274826210237,161.41354209208518,195.50081842045668
en,cy,-0.0130379167921741,trap,magl,14.0,4,100,954,Falle::N,4.29,,True,False,Nouns,Basic actions and technology,N,0.2172128290440112,0.2587687889333568,207.2210389079868,246.8654246424224
en,cy,-0.0106437457136317,flock,praidd,17.0,6,100,954,Herde::N,3.71,,True,False,Nouns,Animals,N,0.20318026165363,0.2234832623737273,193.8339696175632,213.2030323045359
en,cy,-0.0103567245492935,rub,rhwbio,30.0,4,100,954,reiben::V,3.94,,True,False,Verbs,Basic actions and technology,V,0.2050969490856001,0.3371241878460133,195.6624894276625,321.6164752050967
en,cy,-0.0099610702515448,carry,cludo,17.0,4,100,954,tragen::V,4.92,,True,False,Verbs,Motion,V,0.2137904133004417,0.2305478709204392,203.95605428862143,219.9426688580989
en,cy,-0.0094944370362041,ache,brifo,26.0,5,100,954,schmerzen::V,3.37,,True,False,Verbs,The body,V,0.1899886008053532,0.2653196844963191,181.2491251683072,253.11497900948845
en,cy,-0.0092813861500058,ring,modrwy,23.0,6,100,954,Ring::N,4.8,,True,False,Nouns,Clothing and grooming,N,0.1738337124084946,0.2269585604094347,165.83736163770388,216.5184666306007
en,cy,-0.0084512309594548,leash,tennyn,16.0,5,100,954,Leine::N,3.38,,True,False,Nouns,Basic actions and technology,N,0.2131681313334843,0.2625557910791414,203.362397292144,250.47822468950093
en,cy,-0.0073529560368867,pointed,pigfain,19.0,6,100,954,spitz::A,4.48,,True,False,Adjectives,Spatial relations,A,0.1941946097620014,0.2821158129352775,185.2616577129493,269.13848554025475
en,cy,-0.0010337615773226,pouch,cwd,35.0,5,100,954,Beutel::N,3.38,,True,False,Nouns,Basic actions and technology,N,0.1960288593375898,0.2395286314546849,187.01153180806068,228.51031440776936
en,cy,-0.0003372202279938,dense,dwys,29.0,3,100,954,dicht::A,3.95,,True,False,Adjectives,Spatial relations,A,0.1953681100048665,0.1957684683826848,186.38117694464268,186.76311883708135
en,cy,-0.000125482109973,blunt,pŵl,17.0,5,100,954,stumpf::A,3.91,,True,False,Adjectives,Sense perception,A,0.204526961685989,0.1740119235554273,195.1187214484336,166.00737507187773
en,cy,4.054762780496962e-05,delicious,blasus,32.0,6,100,954,lecker::A,4.3,,True,False,Adjectives,Food and drink,A,0.2184109147643871,0.2402696697258573,208.3640126852253,229.21726491846783
en,cy,0.0015058378271212,grasp,amgyffred,20.0,8,100,954,begreifen::V,3.94,,True,False,Verbs,Cognition,V,0.2267455122472901,0.2375624758978975,216.31521868391468,226.6346020065942
en,cy,0.0051069400211476,chicken,cyw,31.0,6,100,954,Huhn::N,4.58,,True,False,Nouns,Animals,N,0.2094934880185621,0.2332507567613281,199.8567875697084,222.52122195030697
en,cy,0.0055219869573312,rush,rhuthro,21.0,4,100,954,eilen::V,4.47,,True,False,Verbs,Motion,V,0.1960357942246698,0.2763436263807185,187.01814769033504,263.63181956720547
en,cy,0.0074609966299953,tremble,crynu,17.0,6,100,954,zittern::V,3.06,,True,False,Verbs,The body,V,0.2306065784283461,0.2350015192565696,219.9986758206422,224.19144937076737
en,cy,0.0086758015342001,swallow,llyncu,18.0,7,100,954,schlucken::V,3.87,,True,False,Verbs,Food and drink,V,0.210296475458242,0.2608501410089165,200.62283758716305,248.8510345225063
en,cy,0.0089626083467136,nail,hoel,17.0,3,100,954,Nagel::N,4.13,,True,False,Nouns,Basic actions and technology,N,0.2281608453284956,0.2329786866002878,217.6654464433848,222.26166701667455
en,cy,0.0096082774544287,pot,crochan,25.0,6,100,954,Topf::N,4.36,,True,False,Nouns,Food and drink,N,0.2034802913635885,0.2508988230807046,194.1201979608634,239.3574772189922
en,cy,0.0148747387290585,merry,llon,22.0,5,100,954,lustig::A,3.82,,True,False,Adjectives,Emotions and values,A,0.184665200107834,0.2133146359792694,176.1706009028737,203.50216272422296
en,cy,0.0148949070514979,finish,darfod,9.0,6,100,954,beenden::V,4.86,,True,False,Verbs,Time,V,0.1950351822270465,0.2071875341047331,186.0635638446024,197.65690753591545
en,cy,0.0170433533655408,track,ôl,9.0,5,100,954,Spur::N,5.02,,True,False,Nouns,The body,N,0.1751441570223692,0.1991914406779252,167.08752579934026,190.02863440674057
en,cy,0.0178962456165825,try,profi,27.0,4,100,954,versuchen::V,5.46,,True,False,Verbs,Cognition,V,0.2031945118103035,0.2017390260710848,193.8475642670296,192.4590308718149
en,cy,0.0196660852952743,clay,clai,35.0,1,100,954,Lehm::N,4.28,,True,False,Nouns,Basic actions and technology,N,0.1757649372354184,0.1956638827019056,167.67975012258918,186.66334409761797
en,cy,0.0206075220908654,slim,main,19.0,3,100,954,schlank::A,4.0,,True,False,Adjectives,Spatial relations,A,0.1730776538830925,0.1351908745873366,165.1160818044703,128.97209435631913
en,cy,0.0210136730891884,wake,deffro,27.0,6,100,954,wecken::V,4.75,,True,False,Verbs,The body,V,0.1890552258226281,0.2411353871931108,180.35868543478733,230.04315938222769
en,cy,0.0218915397882299,like,hoffi,18.0,5,100,954,mögen::V,6.39,,True,False,Verbs,Emotions and values,V,0.2539369708930793,0.2247947791977448,242.2558702319976,214.45421935464856
en,cy,0.0228050771247273,shake,ysgwyd,22.0,5,100,954,schütteln::V,4.34,,True,False,Verbs,Motion,V,0.2559570022237733,0.2121305590265203,244.18298012147977,202.3725533113004
en,cy,0.0262253265418886,smoke,mygu,16.0,4,100,954,rauchen::V,4.73,,True,False,Verbs,Basic actions and technology,V,0.2294832032593629,0.2503064569701044,218.92697590943223,238.79235994947965
en,cy,0.0270861383341333,bother,trafferthu,26.0,8,100,954,belästigen::V,4.4,,True,False,Verbs,Emotions and values,V,0.2395002449709341,0.2483422783043125,228.48323370227104,236.9185335023141
en,cy,0.0274373100440706,broom,ysgub,25.0,5,100,954,Besen::N,3.45,,True,False,Nouns,Basic actions and technology,N,0.2071270455498975,0.2659715630925453,197.59920145460225,253.73687119028824
en,cy,0.0286546521699198,swarm,haid,19.0,4,100,954,Schwarm::N,3.41,,True,False,Nouns,Animals,N,0.1784682012864507,0.2287965299202856,170.258664027274,218.27188954395243
en,cy,0.0297167466405817,wipe,sychu,20.0,5,100,954,abwischen::V,3.98,,True,False,Verbs,Basic actions and technology,V,0.2240876119210282,0.2772300834386059,213.77958177266095,264.4774996004301
en,cy,0.0304169803952653,roof,to,17.0,3,100,954,Dach::N,4.51,,True,False,Nouns,The house,N,0.2104622871544317,0.1252995260269623,200.78102194532784,119.53574782972204
en,cy,0.0318634263783489,roar,rhuo,20.0,3,100,954,brausen::V,3.8,,True,False,Verbs,Basic actions and technology,V,0.179120141028352,0.2527197940427482,170.8806145410479,241.0946835167818
en,cy,0.0318655643268189,drag,llusgo,19.0,5,100,954,schleppen::V,4.27,,True,False,Verbs,Basic actions and technology,V,0.197081980055437,0.3068249934562168,188.0162089728869,292.71104375723087
en,cy,0.0339181459265713,shout,gweiddi,25.0,7,100,954,schreien::V,4.03,,True,False,Verbs,Speech and language,V,0.2254409798634407,0.280881579755233,215.0706947897224,267.96102708649227
en,cy,0.033972425268615,staff,ffon,4.0,5,100,954,Stab::N,5.06,,True,False,Nouns,Social and political relations,N,0.1558238606691971,0.2183145678266928,148.65596307841406,208.27209770666485
en,cy,0.0341682824351164,oar,rhwyf,32.0,5,100,954,Ruder::N,2.88,,True,False,Nouns,Motion,N,0.1716855413160385,0.2435452413270885,163.78800641550072,232.34216022604244
en,cy,0.0348067568001108,kiss,cusanu,27.0,5,100,954,küssen::V,4.59,,True,False,Verbs,Emotions and values,V,0.2086766183102884,0.2725520776388482,199.0774938680152,260.0146820674612
en,cy,0.0364841350270146,lock,clo,19.0,3,100,954,Schloss::N,4.45,,True,False,Nouns,The house,N,0.1877663733408184,0.1985594891330742,179.1291201671408,189.4257526329528
en,cy,0.0367485397756652,dig,palu,18.0,4,100,954,graben::V,4.2,,True,False,Verbs,Agriculture and vegetation,V,0.210199197343452,0.223698395636607,200.53003426565328,213.4082694373232
en,cy,0.0377128889922884,pipe,pibell,25.0,3,100,954,Rohr::N,4.28,,True,False,Nouns,Modern world,N,0.1900537895175961,0.2537781233590366,181.31131519978672,242.1043296845209
en,cy,0.0398197082229627,brawl,ffraeo,27.0,4,100,954,sich schlagen::V,3.51,,True,False,Verbs,Basic actions and technology,V,0.1686397171791356,0.2307074823092622,160.88229018889538,220.0949381230361
en,cy,0.0401900916142783,needle,nodwydd,30.0,6,100,954,Nadel::N,3.94,,True,False,Nouns,Clothing and grooming,N,0.210306441419852,0.2543621457037138,200.63234511453885,242.661487001343
en,cy,0.0404829833539069,lick,llyfu,25.0,4,100,954,lecken::V,3.74,,True,False,Verbs,The body,V,0.2098801110256988,0.2601080766212607,200.22562591851656,248.1431050966827
en,cy,0.0415804923200653,foam,ewyn,33.0,4,100,954,Schaum::N,3.81,,True,False,Nouns,The physical world,N,0.209765173443625,0.2403452677147961,200.11597546521827,229.2893853999154
en,cy,0.0464138093258423,seed,had,23.0,3,100,954,Saat::N,4.39,,True,False,Nouns,Agriculture and vegetation,N,0.1609541287907762,0.117847108232851,153.55023886640052,112.4261412541399
en,cy,0.0507332957498352,move,cynhyrfu,11.0,8,100,954,rühren::V,5.32,,True,False,Verbs,Basic actions and technology,V,0.1982938167022221,0.2469907267561563,189.17230113392,235.62915332537312
en,cy,0.0543672400248908,trunk,boncyff,22.0,7,100,954,Stamm::N,4.04,,True,False,Nouns,Agriculture and vegetation,N,0.1810497327245749,0.2985831475881103,172.7214450192444,284.84832279905726
en,cy,0.0544740954180721,weep,llefain,14.0,6,100,954,weinen::V,3.43,,True,False,Verbs,Emotions and values,V,0.2356194928211949,0.2927898502495746,224.78099615142,279.3215171380942
en,cy,0.0561759695910459,well,ffynnon,1.0,7,100,954,Brunnen::N,6.04,,True,False,Nouns,The physical world,N,0.244584023043012,0.1685173554149918,233.3331579830335,160.7655570659022
en,cy,0.0566312993283363,sweep,ysgubo,16.0,5,100,954,fegen::V,3.95,,True,False,Verbs,Basic actions and technology,V,0.1954709834370929,0.2485077202946521,186.4793181989867,237.07636516109815
en,cy,0.0587854592962976,palm,palf,27.0,1,100,954,Handfläche::N,4.19,,True,False,Nouns,The body,N,0.1673172114584825,0.2171365104952115,159.6206197313923,207.1482310124317
en,cy,0.0588506529817398,dishes,llestri,28.0,6,100,954,Geschirr::N,4.14,,True,False,Nouns,Food and drink,N,0.1845347164515396,0.2299384924836776,176.04611949476882,219.3613218294284
en,cy,0.0597014192841699,pole,polyn,20.0,2,100,954,Stange::N,4.26,,True,False,Nouns,The house,N,0.1595643063326741,0.1982856390504929,152.2243482413711,189.1644996541703
en,cy,0.0607344147195055,recover,gwella,21.0,7,100,954,genesen::V,4.28,,True,False,Verbs,The body,V,0.2063903020611028,0.2306216561730104,196.896348166292,220.0130599890519
en,cy,0.0615788313647986,trousers,trowsus,38.0,3,100,954,Hose::N,3.69,,True,False,Nouns,Clothing and grooming,N,0.2159827480437922,0.2362309815835656,206.04754163377785,225.3643564307216
en,cy,0.0619389157406179,cradle,crud,17.0,3,100,954,Wiege::N,3.53,,True,False,Nouns,Modern world,N,0.1897884880563144,0.2069958560595085,181.0582176057239,197.47404668077104
en,cy,0.062392911152221,lead,arwain,23.0,5,100,954,leiten::V,5.2,,True,False,Verbs,Motion,V,0.1703071763375983,0.1730934719642999,162.47304622606882,165.1311722539422
en,cy,0.063137465529598,scarf,sgarff,32.0,2,100,954,Tuch::N,3.64,,True,False,Nouns,Clothing and grooming,N,0.2176602505115427,0.2914804019528815,207.64787898801185,278.07230346304897
en,cy,0.0631809823387485,chill,oerni,32.0,5,100,954,Kälte::N,4.1,,True,False,Nouns,Sense perception,N,0.2097904989106479,0.2736700727994918,200.1401359607581,261.0812494507152
en,cy,0.0632436963796288,brag,ymffrostio,16.0,9,100,954,prahlen::V,3.39,,True,False,Verbs,Speech and language,V,0.1945757318157158,0.323792746691033,185.6252481521929,308.8982803432454
en,cy,0.0637337592237018,bed,gwely,27.0,4,100,954,Bett::N,5.05,,True,False,Nouns,The house,N,0.2295052546520764,0.249300830194469,218.94801293808084,237.8329920055235
en,cy,0.0640848618865462,bite,cnoi,33.0,4,100,954,beißen::V,4.29,,True,False,Verbs,The body,V,0.2478468681893102,0.2823613620027688,236.445912252602,269.3727393506415
en,cy,0.0663449356878874,table,bwrdd,13.0,5,100,954,Tisch::N,5.11,,True,False,Nouns,The house,N,0.1719957087475726,0.1711341402939876,164.0839061451843,163.26196984046425
en,cy,0.0683412022047663,stir,cyffroi,22.0,6,100,954,umrühren::V,3.93,,True,False,Verbs,Food and drink,V,0.2171851347876048,0.2487987743925963,207.19461858737503,237.3540307705369
en,cy,0.0688150275247785,corner,cornel,27.0,1,100,954,Ecke::N,4.72,,True,False,Nouns,Spatial relations,N,0.1947170891139674,0.1784085757661767,185.76010301472493,170.2017812809326
en,cy,0.0692387741719323,talk,siarad,27.0,5,100,954,reden::V,5.4,,True,False,Verbs,Basic actions and technology,V,0.1826189178448656,0.170519233202687,174.21844762400193,162.67534847536342
en,cy,0.0743884620060113,hard,caled,16.0,3,100,954,hart::A,5.5,,True,False,Adjectives,Sense perception,A,0.21605139099726,0.1992555614764598,206.1130270113861,190.0898056485427
en,cy,0.0744225874125329,dwell,byw,21.0,5,100,954,wohnen::V,3.68,,True,False,Verbs,The house,V,0.196391478416378,0.1760212298793569,187.35747040922465,167.9242533049065
en,cy,0.0758666918802181,turn,troi,28.0,3,100,954,wenden::V,5.34,,True,False,Verbs,Motion,V,0.2479614562551397,0.1911742431979394,236.5552292674033,182.38022801083423
en,cy,0.0772052361952493,blow,chwythu,25.0,7,100,954,wehen::V,4.59,,True,False,Verbs,Motion,V,0.2437125674802754,0.286940260389993,232.5017893761828,273.7410084120533
en,cy,0.0793026440802013,puzzle,pos,18.0,5,100,954,Rätsel::N,3.91,,True,False,Nouns,Speech and language,N,0.1843431152903548,0.1511396268882696,175.86333198699845,144.18720405140928
en,cy,0.0795702774035093,dirt,baw,24.0,4,100,954,Schmutz::N,4.17,,True,False,Nouns,Sense perception,N,0.2202458205958968,0.2595588498013297,210.1145128484856,247.61914271046857
en,cy,0.081928610298471,figure,ffigur,14.0,2,100,954,Figur::N,5.1,,True,False,Nouns,Social and political relations,N,0.1640438140230052,0.1787875539865609,156.49779857794698,170.5633265031791
en,cy,0.0861218567357733,tooth,dant,31.0,4,100,954,Zahn::N,4.06,,True,False,Nouns,The body,N,0.2014957553483048,0.1967674861733698,192.22695060228284,187.71618180939484
en,cy,0.0953624797021694,weight,pwysau,30.0,6,100,954,Gewicht::N,5.02,,True,False,Nouns,Sense perception,N,0.1830054292964754,0.1960316971573929,174.58717954883755,187.0142390881529
en,cy,0.0955406986175897,hole,twll,24.0,3,100,954,Loch::N,4.63,,True,False,Nouns,Spatial relations,N,0.219619092069065,0.2424901491132295,209.516613833888,231.33560225402096
en,cy,0.0956403433062365,circle,cylch,19.0,4,100,954,Kreis::N,4.54,,True,False,Nouns,Spatial relations,N,0.1747780229110989,0.1530854360864058,166.73823385718842,146.04350602643115
en,cy,0.0957275325540003,blind,dall,18.0,5,100,954,blind::A,4.52,,True,False,Adjectives,The body,A,0.1850765478217938,0.1819925527746942,176.5630266219913,173.6208953470583
en,cy,0.0964806992875523,shine,tywynnu,17.0,6,100,954,scheinen[Sonne]::V,4.1,,True,False,Verbs,Sense perception,V,0.2261617217963188,0.2821859138536704,215.7582825936881,269.2053618164016
en,cy,0.0985662628800668,already,eisoes,25.0,7,100,954,schon::ADV,5.58,,True,False,Adverbs,Time,ADV,0.2092221663113841,0.1876781805896377,199.5979466610605,179.0449842825144
en,cy,0.0994057434313021,heel,sawdl,35.0,4,100,954,Ferse::N,3.78,,True,False,Nouns,The body,N,0.1993878617034504,0.286520067286845,190.2160200650917,273.3401441916501
en,cy,0.100158510069137,lazy,diog,10.0,4,100,954,faul::A,4.28,,True,False,Adjectives,The body,A,0.211684728333944,0.2246293168168529,201.9472308305827,214.2963682432776
en,cy,0.100317211367489,sharp,miniog,24.0,6,100,954,scharf::A,4.47,,True,False,Adjectives,Sense perception,A,0.20369715680778,0.2203946796907956,194.32708759462213,210.2565244250191
en,cy,0.1033955244430431,ant,morgrugyn,24.0,9,100,954,Ameise::N,3.82,,True,False,Nouns,Animals,N,0.1663517875460216,0.2640677995031514,158.69960531890467,251.9206807260064
en,cy,0.1037623428994782,shadow,cysgod,16.0,5,100,954,Schatten::N,4.46,,True,False,Nouns,The physical world,N,0.1976812314772038,0.2217183338877882,188.5878948292525,211.51929052895
en,cy,0.1042143217149784,step,cam,10.0,4,100,954,Schritt::N,5.14,,True,False,Nouns,The house,N,0.1968029685995164,0.1675849601822872,187.75003204393863,159.8760520139021
en,cy,0.1065751997460528,strong,cadarn,15.0,6,100,954,stark::A,5.23,,True,False,Adjectives,The body,A,0.1972158141801338,0.2177128110363274,188.14388672784767,207.6980217286564
en,cy,0.1066027523417425,navel,bogail,30.0,5,100,954,Nabel::N,2.92,,True,False,Nouns,The body,N,0.1965996790909684,0.2901993109125862,187.556093852784,276.85014261060724
en,cy,0.1070864424158354,tone,tôn,19.0,2,100,954,Ton::N,4.43,,True,False,Nouns,Sense perception,N,0.1843113524873364,0.2323847048968131,175.8330302729189,221.69500847155967
en,cy,0.1076298212690072,spoil,difetha,32.0,7,100,954,verderben::V,3.81,,True,False,Verbs,Social and political relations,V,0.2322013705672968,0.2518365767724629,221.52010752120108,240.25209424092964
en,cy,0.1082393268174132,wrap,lapio,24.0,4,100,954,einwickeln::V,4.12,,True,False,Verbs,Motion,V,0.2220017304220548,0.2914875431817056,211.78965082264045,278.0791161953471
en,cy,0.1084883108174089,soft,meddal,30.0,6,100,954,weich::A,4.61,,True,False,Adjectives,Sense perception,A,0.196710910085996,0.2348708731059585,187.6622082220401,224.0668129430844
en,cy,0.109052238692412,dash,rhuthro,16.0,6,100,954,sausen::V,3.95,,True,False,Verbs,Motion,V,0.1579279449566251,0.2763436263807185,150.66325948862038,263.63181956720547
en,cy,0.1093636309611638,nasty,enbyd,21.0,5,100,954,schlimm::A,4.19,,True,False,Adjectives,Miscellaneous function words,A,0.2365935756978616,0.2006808495281674,225.71027121576,191.44953044987167
en,cy,0.1112207859345719,closed,caead,7.0,4,100,954,geschlossen::A,4.91,,True,False,Adjectives,Spatial relations,A,0.1343688303396674,0.2737278343373747,128.1878641440427,261.1363539578555
en,cy,0.1121830347779504,crane,crychydd,30.0,6,100,954,Kranich::N,3.9,,True,False,Nouns,Animals,N,0.1870530138854112,0.2135822436660185,178.4485752466824,203.75746045738163
en,cy,0.11557034967612,slope,llethr,36.0,5,100,954,Abhang::N,3.97,,True,False,Nouns,The physical world,N,0.1810307080441812,0.2423036598317939,172.70329547414892,231.15769147953145
en,cy,0.1161035237241314,ashes,lludw,19.0,5,100,954,Asche::N,3.94,,True,False,Nouns,The physical world,N,0.1899859031176285,0.2552863189543238,181.24655157421768,243.54314828242488
en,cy,0.1169263707712903,bow,plygu,27.0,5,100,954,beugen::V,4.3,,True,False,Verbs,Basic actions and technology,V,0.2040462423642221,0.2820271423784262,194.660115215468,269.05389382901865
en,cy,0.1185647318578104,bitter,chwerw,32.0,5,100,954,bitter::A,4.22,,True,False,Adjectives,Sense perception,A,0.1941774687332128,0.2269195362866082,185.2453051714851,216.48123761742423
en,cy,0.1193755954398677,sinew,gewyn,34.0,5,100,954,Sehne::N,2.33,,True,False,Nouns,The body,N,0.2146674151720704,0.2931467587111438,204.79271407415507,279.6620078104312
en,cy,0.1215377325982392,boat,cwch,28.0,4,100,954,Boot::N,4.73,,True,False,Nouns,Motion,N,0.1909310472672558,0.2130593098263119,182.148219092962,203.2585815743016
en,cy,0.1216891358896919,cheek,boch,35.0,5,100,954,Wange::N,3.97,,True,False,Nouns,The body,N,0.2225723016011325,0.2235050606826761,212.3339757274804,213.22382789127303
en,cy,0.1237754862338232,through,trwy,25.0,5,100,954,durch::PRP,5.89,,True,False,Prepositions,Miscellaneous function words,PRP,0.1923119686723205,0.1902813589337202,183.46561811339387,181.5284164227692
en,cy,0.1248853137836637,pit,pydew,17.0,4,100,954,Grube::N,4.21,,True,False,Nouns,The physical world,N,0.1896414585859153,0.2921981400198937,180.91795149096328,278.75702557897864
en,cy,0.1281688621250942,smooth,llyfn,31.0,6,100,954,glatt::A,4.37,,True,False,Adjectives,Sense perception,A,0.1927725621777422,0.2481497461194888,183.9050243175661,236.73485779799228
en,cy,0.1287488816489337,love,caru,26.0,4,100,954,lieben::V,5.78,,True,False,Verbs,Emotions and values,V,0.224258975678484,0.2305750781433532,213.94306279727368,219.9686245487589
en,cy,0.1290922584509226,fur,ffwr,26.0,2,100,954,Fell::N,3.99,,True,False,Nouns,Clothing and grooming,N,0.1638376944561252,0.2139784656088449,156.30116051114345,204.13545619083808
en,cy,0.1315590262924626,firm,cadarn,17.0,5,100,954,fest::A,4.75,,True,False,Adjectives,Basic actions and technology,A,0.1508172121514782,0.2177128110363274,143.87962039251025,207.6980217286564
en,cy,0.132952453762526,joy,gorfoledd,10.0,8,100,954,Freude::N,4.55,,True,False,Nouns,Emotions and values,N,0.1921122693983185,0.2703278706586972,183.27510500599584,257.89278860839715
en,cy,0.1363535278898887,blanket,blanced,20.0,2,100,954,Decke::N,4.03,,True,False,Nouns,The house,N,0.2075265482004532,0.2016310622984082,197.98032698323243,192.3560334326815
en,cy,0.1395228865696388,sleigh,sled,22.0,3,100,954,Schlitten::N,2.92,,True,False,Nouns,Motion,N,0.2196486220047388,0.2420458989994532,209.5447853925208,230.9117876454784
en,cy,0.1445630401425054,sand,tywod,32.0,4,100,954,Sand::N,4.42,,True,False,Nouns,The physical world,N,0.2097657753040102,0.2011892018719322,200.11654964002568,191.93449858582335
en,cy,0.1446714655754581,worm,abwydyn,37.0,6,100,954,Wurm::N,3.73,,True,False,Nouns,Animals,N,0.1851931925978956,0.2662415657943181,176.6743057383925,253.99445376777948
en,cy,0.1516828184242843,slab,llech,23.0,4,100,954,Platte::N,3.41,,True,False,Nouns,Modern world,N,0.1939290333751144,0.2219263744829924,185.00829783985915,211.7177612567748
en,cy,0.1518387842102074,praise,canmol,35.0,6,100,954,loben::V,4.28,,True,False,Verbs,Emotions and values,V,0.1841185604438362,0.2116043113439985,175.64910666341973,201.8705130221746
en,cy,0.154752653481088,sad,trist,28.0,5,100,954,traurig::A,4.79,,True,False,Adjectives,Emotions and values,A,0.1866882384732174,0.2020747076086056,178.1005795034494,192.7792710586097
en,cy,0.155302528881624,sour,sur,35.0,1,100,954,sauer::A,3.86,,True,False,Adjectives,Sense perception,A,0.2085384047308164,0.1458205086615293,198.9456381131989,139.11276526309894
en,cy,0.1563574860980019,wood,pren,31.0,4,100,954,Holz::N,4.77,,True,False,Nouns,The physical world,N,0.2036565665254781,0.2113691733603857,194.288364465306,201.64619138580795
en,cy,0.1578924029131526,fry,ffrio,29.0,3,100,954,braten::V,3.9,,True,False,Verbs,Food and drink,V,0.1906779261036778,0.266474700060867,181.90674150290863,254.2168638580672
en,cy,0.1581517211397815,tie,clymu,17.0,5,100,954,binden::V,4.5,,True,False,Verbs,Basic actions and technology,V,0.1980194098732168,0.2643784518327232,188.91051701904885,252.217043048418
en,cy,0.158572919498288,angle,congl,26.0,3,100,954,Winkel::N,4.38,,True,False,Nouns,Spatial relations,N,0.1881265994387956,0.208343779189944,179.472775864611,198.75996534720664
en,cy,0.1587237328789008,glass,gwydr,34.0,4,100,954,Glas::N,4.84,,True,False,Nouns,Basic actions and technology,N,0.2028532861935113,0.2132190708217878,193.52203502860985,203.4109935639856
en,cy,0.1588798507500505,measure,mesur,16.0,2,100,954,messen::V,4.72,,True,False,Verbs,Spatial relations,V,0.1785696375315451,0.1832756524569008,170.355434205094,174.84497244388348
en,cy,0.161265999878462,fog,niwl,25.0,4,100,954,Nebel::N,3.93,,True,False,Nouns,The physical world,N,0.2081417302350749,0.2377520994035697,198.5672106442616,226.81550283100552
en,cy,0.1620468092211325,spin,troelli,14.0,7,100,954,drehen::V,4.31,,True,False,Verbs,Motion,V,0.1879628417232596,0.2583460908116022,179.31655100398964,246.4621706342685
en,cy,0.1628100827095051,heat,gwres,43.0,5,100,954,Hitze::N,4.85,,True,False,Nouns,The physical world,N,0.1920725326270276,0.2591007843934428,183.23719612618427,247.1821483113445
en,cy,0.1649522101847779,perch,draenog,34.0,6,100,954,Barsch::N,3.26,,True,False,Nouns,Animals,N,0.1932900510982579,0.2391114267252804,184.39870874773808,228.11230109591747
en,cy,0.1649893032855264,disappear,diflannu,32.0,7,100,954,verschwinden::V,4.12,,True,False,Verbs,Motion,V,0.2475974045288404,0.2435300635115921,236.2079239205137,232.3276805900589
en,cy,0.1661775994622988,knot,cwlwm,28.0,5,100,954,Knoten::N,3.71,,True,False,Nouns,Basic actions and technology,N,0.1777615640433945,0.2398168251521699,169.5845320973984,228.78525119517013
en,cy,0.1662423344860157,chime,canu,29.0,4,100,954,läuten::V,3.06,,True,False,Verbs,Modern world,V,0.1908830585947541,0.190981929552978,182.10243789939543,182.1967607935411
en,cy,0.1665518920569291,where,ble,22.0,4,100,954,wo::FADV,6.01,,True,False,Wh Words: How?; Why?; Where?; What?; Who?,Cognition,FADV,0.2174383487240821,0.148820761278566,207.4361846827744,141.97500625975198
en,cy,0.1683818648064554,box,bocs,15.0,2,100,954,Kiste::N,4.99,,True,False,Nouns,Modern world,N,0.1765832544996093,0.2292175478879773,168.46042479262738,218.67354068513043
en,cy,0.1691444972422774,calculate,cyfrifo,29.0,8,100,954,rechnen::V,3.95,,True,False,Verbs,Modern world,V,0.1613975680713865,0.1927271533434682,153.97327994010269,183.8617042896687
en,cy,0.1726031696494296,cloud,cwmwl,25.0,4,100,954,Wolke::N,4.46,,True,False,Nouns,The physical world,N,0.1668082288128614,0.2439117635191497,159.13505028746974,232.6918223972688
en,cy,0.1738827716736029,filth,baw,18.0,5,100,954,Dreck::N,3.35,,True,False,Nouns,Sense perception,N,0.188907938955087,0.2595588498013297,180.21817376315303,247.61914271046857
en,cy,0.174588994703621,decay,pydru,18.0,5,100,954,verfaulen::V,3.81,,True,False,Verbs,Food and drink,V,0.1738230228269482,0.3365085724613072,165.82716377690866,321.0291781280871
en,cy,0.1754257076468184,shirt,crys,28.0,5,100,954,Hemd::N,4.59,,True,False,Nouns,Clothing and grooming,N,0.1991854001469481,0.1776487837068694,190.0228717401885,169.4769396563535
