,Agriculture and vegetation,Animals,Basic actions and technology,Clothing and grooming,Cognition,Emotions and values,Food and drink,Kinship,Miscellaneous function words,Modern world,Motion,Possession,Quantity,Sense perception,Social and political relations,Spatial relations,Speech and language,The body,The house,The physical world,Time
0,0.1796858529883997,0.2558196924491903,0.06976468445854576,0.06939575332633806,0.1838384354145856,0.16816504566316234,0.19444040300099744,0.3821431743378251,0.46976983357974134,0.3085561028402127,0.4150074661843041,0.25739771155055563,0.7501200868864906,0.2623616934568178,0.268536199866262,0.29153658981362296,0.5119564868280617,0.04316332756434471,0.15469023456888098,0.14336047747834918,0.25995943114186215
1,0.16364016662322198,0.09711981753433478,0.5350476094283111,0.16883300781270758,0.24065436912040397,0.2671995084076926,0.20185962102781807,0.5749603064775489,0.21110086881229873,0.24956849045289944,0.1866423725575418,0.6309851830659684,0.5944717861946724,0.13564689339686192,0.11546377770417646,0.1467559624642016,0.21663253992924367,0.27669162151971927,0.35293772761081044,0.48396741203618965,0.5151218220397717
2,0.3022288961084362,0.0666932332202327,-0.09665918958550544,0.43021386623641855,0.2827983624813794,0.04919309703120209,0.21168388413238742,0.5151362213381061,0.1415277025383542,0.07596019314092219,0.37757080079169747,0.26050668065861876,0.38506458404362404,0.5704258480054852,0.480757097875373,-0.035917007435833204,0.4816972865708495,0.09611832400068002,0.042655585045610664,0.4094755434513942,0.49508975576903286
3,0.10738475290539412,0.21922396337186584,0.1643971071204593,0.2733062914676928,0.27706925857250253,0.14813885622836065,0.12775342406558743,0.5641690543179811,0.2641527153235446,0.4425774192237125,0.421257512599412,0.6002202867543245,0.24022916338456612,0.26829839389908194,0.5471793040284025,0.2733888473241287,0.2632800857857001,0.09531038624117652,0.277953602022694,0.13721047225035132,0.6004864441181601
4,0.005765600566633871,0.16634318884064983,0.1316542832304503,0.16462449187573783,0.5158228559885307,0.06986661482058037,0.18579266609587863,0.634951398343315,0.4653916027336982,0.35201001749680294,0.4421905647827656,0.6544526423929362,0.3536377120946412,0.4207453401154918,0.3866650123959945,0.20926877148281747,0.4686365157261283,0.17180507657365068,0.5165341102837463,0.3404244198769289,0.5845504594404649
5,-0.05191591092403321,0.1818793097744122,0.2774653848337389,0.12789360920365297,0.27503013055549935,0.19558926894216794,0.10756688446385732,0.47848186880558485,0.6801090841169141,0.07600044996485267,0.581042427579276,0.29098352800966726,0.7453468346665761,-0.07373036846931462,0.28790421203612826,0.0337837712531346,0.4030040319045521,0.4415743562700851,0.10951588730189932,0.3944097265056713,0.41264257160201906
6,0.29462873345097806,0.0534237285888125,0.2674806814951077,0.3445081499352869,0.403068019016228,0.4355291683569158,0.31763610305256224,0.5315211713819428,0.03540491289256928,0.33997455045906894,0.36337363422589897,0.3965170074447021,0.6333469100842763,0.1855297372279358,0.17831357666041553,0.374751356781022,0.5280528338141703,0.5506335597132567,0.2824569373511936,0.1669550136077815,0.3732743606984833
7,0.047055719220779293,0.12439249503491777,0.48827261291287993,0.03994593412392143,0.177739520268772,0.41998119413990764,0.3735331210385825,0.48201566213172187,0.5514620204188769,0.05814879691602551,0.4723799993417326,0.17731439542563932,0.5145258235072065,0.17710876519820531,0.16868775629062616,0.2426884039567539,0.4993706442854486,0.08583694930128298,0.2504343314465793,0.035591338740443,0.47441212431585117
8,-0.06332680229173267,0.1870841008416541,-0.030484212123509588,0.0032632241468615354,0.4716943889425186,0.4463695141109342,0.2643726516672779,0.38762801888148796,0.22747880014057192,0.3661091020743349,0.5230485511829126,0.4983526298753803,0.8379753802660839,0.028059010625199172,0.5066674306270642,0.27551511469210677,0.4019525284169837,0.2020805881410589,0.34929850409896235,0.013061534808241265,0.21963290992613754
9,0.0814449970474118,0.05727304628366811,0.19594865201130163,0.10357200684151761,0.45470464220237483,0.14415210427656136,0.44934370420345554,0.5362352243235982,0.537818418339965,0.19595989996833754,0.34001398985149744,0.3563558197209914,0.7638017158631258,0.48772345684239027,0.040489370671319816,0.5030247901901986,0.4379673472328696,0.18257075792680855,0.03481303060305698,0.006063066698929961,0.4114323967133662
10,0.06648822808211496,0.3218742774478408,0.2279963646595232,0.1225080940226914,0.5336345060145576,0.10900856270537344,0.2937350179422844,0.23110587227658186,0.7400070971374904,0.5002395730359767,0.6472281291888746,0.5260348528934833,0.4184421808379335,0.16578061335916708,0.25920464269887006,0.15331516282598143,0.3703367358728498,0.24899112735132115,0.2932569838656328,0.28292627064170917,0.30884814412839023
11,-0.026473076504888796,0.017022164720497057,0.08889276757836595,0.16663733562656785,0.4401647589921019,0.4326285163922015,0.13112883235488934,0.46050867290213415,,0.5230914308197558,0.5540498944105334,0.6803937706206726,0.7763665234317203,0.17545123901455428,0.3337491437855139,0.0432370397900244,0.30395623730378907,0.39048219291595576,0.12225219444727478,0.5918506863653896,0.43473192633084073
12,0.10381645652073195,0.05990971622328357,0.14492235063704267,0.32490039867054343,0.469807614172282,0.22208294322926206,0.03128099658697346,0.5508563925302583,,0.3454700266102013,0.26244713170330924,0.39693836808796,0.8499642977431197,0.40898399868393487,0.5101008465665677,0.6735127777067591,0.2690136200526293,0.30161784818186876,0.4475639972944209,0.256953700990184,0.5205484969321834
